Date,9,10,2019
Vehicle_order,SKODA_TARGET,JAGUAR_I_PACE,BMW_I3,MERCEDES_GLE450,TESLA_MODELX,TESLA_MODELS,TESLA_MODEL3,AUDI_E_TRON,TOYOTA_RAV4,MAZDA_3,AUDI_A4,
Number_of_vehicles,11
ACC,1
Distance_setting,L
Time,Speed2,E2,N2,Lon2,Lat2,Alt2,Speed3,E3,N3,Lon3,Lat3,Alt3,Speed4,E4,N4,Lon4,Lat4,Alt4,Speed5,E5,N5,Lon5,Lat5,Alt5,Speed6,E6,N6,Lon6,Lat6,Alt6,Speed7,E7,N7,Lon7,Lat7,Alt7,Speed8,E8,N8,Lon8,Lat8,Alt8,Speed10,E10,N10,Lon10,Lat10,Alt10,IVS2,IVS3,IVS4,IVS5,IVS6,IVS7
10689.1,12.92038174460114,35.264380342997505,295.3577915007908,16.845401749656673,46.88795385724156,228.17700000000002,12.332328513664596,71.0912920467641,281.4777475212187,16.845871881016677,46.887829000893014,227.927,11.736443030920412,98.54510596545536,262.9348373126797,16.846232138104476,46.88766220026447,228.22099999999998,11.886813629049918,114.49326250851216,235.30571682131043,16.84644141454413,46.88741366567026,228.135,11.792278335120434,123.3832966732367,190.24683758860542,16.84655807220882,46.88700834367426,226.675,7.89351400725355,120.07493860363172,154.74548438658516,16.846514658953122,46.88668899531084,228.636,5.130705619067292,117.59914975871185,129.84633440520923,16.846482170917692,46.88646501785421,227.69,1.4174037468054397,114.96560239120096,98.22330389566535,16.846447612728145,46.886180556499106,229.382,33.70446881942799,28.79210307397615,27.296918375222244,40.87626645444199,30.958852224693512,20.20268535965168
10689.2,12.92990518888535,33.98663431549321,295.57374616271926,16.845384982694377,46.88795579983702,228.1995,12.356112204668383,70.0112195308117,282.13912691829967,16.84585770798483,46.887834950255744,229.08,11.74816359936008,97.77278663716459,263.81005956533,16.846222003501214,46.887670073226175,228.22099999999998,11.917926504112348,114.01799280452316,236.40914645284766,16.84643517791413,46.88742359144535,228.135,11.867325928753624,123.3858328144096,191.4137005054673,16.846558105488818,46.88701884005621,226.675,7.999951134370332,120.13385754212729,155.5579848268278,16.846515432104905,46.886696304065644,228.636,5.225656602870597,117.64090111758827,130.37518002890647,16.846482718791403,46.88646977502454,227.69,1.4333779970787148,114.98031118882948,98.36639056227268,16.846447805741352,46.88618184361886,229.382,33.73096181454184,28.92927892148594,27.249938903525877,40.9090377059491,31.30656438476132,20.486649286988367
10689.3,12.937222023113096,32.70685023651877,295.77527497795086,16.845368188988168,46.887957612666426,228.1995,12.378895833591152,68.95162088056337,282.73467088030134,16.845843803617107,46.887840307403366,229.08,11.75884990318743,96.9870192796878,264.6766256374674,16.846211692428927,46.88767786832218,228.22099999999998,11.94590202158618,113.5179610813763,237.49678392355668,16.846428616349574,46.88743337516385,228.135,11.936680392939456,123.37675344719204,192.58714359361687,16.846557986346667,46.88702939562933,226.675,8.106737012745167,120.19351248528729,156.38107242567713,16.84651621491476,46.88670370805603,229.53900000000002,5.3229854718233565,117.68361291786348,130.91370246833299,16.846483279268313,46.88647461924158,227.69,1.4501557854088527,114.99507487827236,98.51136700361536,16.846447999474858,46.88618314773785,229.382,33.802173951643745,29.01060144606261,27.207516012507817,40.927800073195726,31.64941711463386,20.77150181463605
10689.4,12.942332247284384,31.42506927002099,295.9622316120117,16.845351369078212,46.88795929441346,228.1995,12.400679400432892,67.85834294347562,283.32395999923324,16.845829457299804,46.887845608286256,228.21400000000003,11.768501942402466,96.1886191844788,265.5342755508958,16.846201215586106,46.88768558321392,228.22099999999998,11.97074018147141,113.00577783125742,238.5807894840739,16.846421895329076,46.88744312621193,228.135,12.000341727677927,123.35553236180974,193.76526000123383,16.84655770787729,46.88703999324078,226.675,8.213871642378054,120.25418744404871,157.21486975370252,16.846517011109558,46.88671120838456,229.53900000000002,5.4226922259255685,117.727066077233,131.46136045893854,16.846483849473554,46.886479545636405,227.69,1.4677371117958533,115.01008006245998,98.65840761947192,16.846448196377338,46.88618447042491,229.382,33.845875044457955,29.11540411924439,27.164915824036285,40.943864592075684,31.98541062243093,21.05795297895268
10689.5,12.945235861399212,30.141272046082268,296.1346268205563,16.84533452271032,46.88796084517486,228.19799999999998,12.421462905193607,66.82197235138575,283.9130337019893,16.845815857737552,46.887850907231396,228.21400000000003,11.777119717005188,95.37788179913449,266.38310697198347,16.846190576849708,46.88769321877991,228.043,11.992440983768034,112.4811200134997,239.66053962637642,16.846415010613597,46.887452838980856,228.30900000000003,12.058309932969047,123.3212561718839,194.9510191200872,16.84655725809496,46.88705065960134,228.525,8.32135502326899,120.31564527843081,158.05932556445782,16.846517817577492,46.88671880459025,229.53900000000002,5.524776865177237,117.77140649272312,132.01841022416528,16.846484431321638,46.88648455651389,227.69,1.4861219762397166,115.02531280061508,98.80791971562292,16.846448396265846,46.88618581534386,229.382,33.94599352929011,29.17007670365829,27.122537742787113,40.953654530001174,32.31760635348216,21.345659209426714
10689.6,12.945932865457575,28.858671581472365,296.2950406412458,16.84531769204666,46.887962288159024,228.19799999999998,12.441246347873301,65.75094040624741,284.5070655060743,16.845801803338748,46.887856250776565,228.1115,11.784703226995596,94.55498350471714,267.2226089013596,16.846179778534253,46.88770077042353,228.613,12.01100442847606,111.94463682056316,240.73633453779647,16.846407970722044,46.88746251617098,228.30900000000003,12.110585008812807,123.27038921195148,196.1384104454306,16.84655659060363,46.887061340644244,228.525,8.429187155417981,120.37815832167988,158.91441467784526,16.846518637892178,46.88672649644659,229.53900000000002,5.629239389578356,117.81651142056332,132.58470097642126,16.84648502320188,46.886489650517596,227.69,1.5053103787404432,115.04076780642416,98.95960705261145,16.846448599071017,46.88618717982997,229.382,34.012598345902404,29.254832294988212,27.08006009473257,40.96232371293235,32.639866926761115,21.63478391146695
10689.7,12.944423259459482,27.57458548093947,296.44128639556214,16.845300841888047,46.887963603696,228.19799999999998,12.460029728471973,64.68392492511262,285.03615817458666,16.845787801645177,46.88786101016918,228.1115,11.791252472373692,93.72023954399981,268.05390020233364,16.846168824776456,46.88770824820937,228.613,12.026430515595482,111.39569156959247,241.8073340255509,16.84640076729967,46.88747215022442,228.30900000000003,12.15716695520921,123.20534850999223,197.33240550988629,16.846555737120248,46.88707208109032,228.525,8.537368038825022,120.44179499021422,159.78038240381952,16.846519472951414,46.88673428616026,229.53900000000002,5.736079799128933,117.8624620906095,133.16036429785424,16.846485626180197,46.886494828831175,227.69,1.5253023192980324,115.05644813827904,99.1140171703495,16.846448804832974,46.88618856880853,229.382,34.10523488256457,29.300635041666013,27.038705140772485,40.96492899024605,32.957254347792755,21.92543871536015
10689.8,12.94070704340493,26.289070677032388,296.5723792558752,16.845283972981566,46.887964782926815,228.2135,12.477813046989613,63.52826157671333,285.5594705130709,16.845772636688007,46.88786571756547,228.1115,11.797874963134547,92.87409017037592,268.87587919985856,16.846157721353446,46.88771564222746,228.613,12.038719245126305,110.83407714310921,242.87298352881007,16.846393397628614,46.88748173615266,228.25599999999997,12.198055772158256,123.12956836091595,198.5287970023913,16.846554742710662,46.887082843093175,228.525,8.645933173121403,120.50662361927252,160.6573712873431,16.846520323651916,46.88674217501347,229.53900000000002,5.843443672607473,117.90927327367993,133.74537399382922,16.846486240450425,46.886500091219006,229.50599999999997,1.5472296671045274,115.07236500338043,99.2714269138798,16.846449013698802,46.88618998476988,229.382,34.11632835809595,29.41956474819959,26.997720196005265,40.96600163838122,33.26582849697537,22.217796436848644
10689.9,12.936606982073824,25.00298059982789,296.6891795909137,16.84526709652618,46.88796583359088,228.2135,12.495148227876875,62.42491360095146,286.0822422105027,16.845758158228662,46.887870420098494,228.1115,11.80567820926727,92.01701857535126,269.6891887907988,16.846146474605806,46.88772295826088,228.125,12.047870617068524,110.25979463802344,243.93350208787552,16.84638586172328,46.887491275926116,228.25599999999997,12.236560120291756,123.04089700678699,199.73035425959893,16.846553579138856,46.88709365156412,228.525,8.754918057938225,120.57243352701269,161.5453601556024,16.84652118722904,46.88675016281581,227.793,5.949476588802477,117.95664473942992,134.33967511439027,16.846486862072847,46.886505437186784,229.50599999999997,1.572224291345877,115.08853759625231,99.432154136161,16.846449225920363,46.88619143057323,229.382,34.17893887433982,29.492138849937863,26.957231520728012,40.96262096251244,33.568377572583536,22.511898951381575
10690.0,12.933945840236273,23.71686328994329,296.79227430038605,16.845250219713435,46.88796676096756,228.207,12.512587195581435,61.28102560378446,286.61094854304594,16.845743147791136,46.88787517601586,227.84900000000002,11.814662210771866,91.14918980739479,270.4935480673772,16.846135086699356,46.88773019378278,228.125,12.056220081623216,109.67334403367164,244.9882315137661,16.846378166144536,46.88750076362406,228.217,12.27598866022371,122.93693810831243,200.9380286815026,16.84655221495936,46.88710451506128,227.957,8.864322693275485,120.63927055458204,162.44464222816802,16.846522064284336,46.88675825220486,227.793,6.054178547713939,118.00472215420805,134.94358162547346,16.84648749295894,46.886510869558755,229.50599999999997,1.6002861920220819,115.10499300960156,99.5963476160506,16.846449441853178,46.8861929075569,229.382,34.20229530216547,29.60211523270354,26.917779376618785,40.95249726349442,33.86557920675533,22.807715696314467
