Date,9,10,2019
Vehicle_order,SKODA_TARGET,MAZDA_3,TOYOTA_RAV4,AUDI_E_TRON,BMW_I3,MERCEDES_GLE450,JAGUAR_I_PACE,TESLA_MODELX,TESLA_MODELS,AUDI_A4,
Number_of_vehicles,10
ACC,1
Distance_setting,SL
Time,Speed2,E2,N2,Lon2,Lat2,Alt2,Speed3,E3,N3,Lon3,Lat3,Alt3,Speed4,E4,N4,Lon4,Lat4,Alt4,Speed5,E5,N5,Lon5,Lat5,Alt5,Speed6,E6,N6,Lon6,Lat6,Alt6,Speed7,E7,N7,Lon7,Lat7,Alt7,Speed8,E8,N8,Lon8,Lat8,Alt8,Speed9,E9,N9,Lon9,Lat9,Alt9,Speed10,E10,N10,Lon10,Lat10,Alt10,IVS2,IVS3,IVS4,IVS5,IVS6,IVS7,IVS8,IVS9
2343.4,11.336068616675286,-160.0698103383497,-81.71310985801458,16.842838516479315,46.88456195906353,229.551,,,,,,,10.180896517924367,-153.19828631193644,-45.7899881991429,16.842928686655373,46.88488510139688,228.118,12.313196791955733,-171.80968390125545,-14.491804398426387,16.842684462376912,46.88516664063055,228.5365,12.849916474978723,-192.6004696427686,0.7717898714853202,16.842411639520808,46.88530394254754,229.762,14.381475414000134,-207.12824024549636,16.95927563190217,16.842221001806685,46.88544955522478,230.084,15.44357314333266,-221.08781462021167,37.74793612179472,16.842037820131967,46.8856365572432,231.116,15.641341300517167,-228.10679100578733,69.34143087466961,16.841945715042325,46.88592075291277,232.1845,14.625197826003573,-223.2767399372565,104.04241784600359,16.84200909640482,46.88623290167328,232.40175,,,31.885179799716592,21.330517883279292,17.145970613184495,20.630620025298246,27.040665725199684,30.33920317710425
2343.5,11.410627683400273,-160.7582828385986,-82.62680610851007,16.842829482139006,46.88455374001338,229.551,,,,,,,10.085080661895523,-152.96345699285632,-46.76069400548765,16.84293176815534,46.884876369523795,228.118,12.273827947930679,-170.93661782041897,-15.501205488440418,16.842695919008936,46.88515756067847,228.028,12.7620131205212,-191.6411144887425,-0.06471687853319164,16.842424228463642,46.88529641784671,229.095,14.300503818868751,-206.1945919638414,15.873137687336964,16.842233253416314,46.8854397849951,230.084,15.4458959247264,-220.45498047455916,36.32808215778928,16.842046124369293,46.88562378510922,231.116,15.642170765818562,-228.018428159385,67.80490741712185,16.841946874565803,46.885906931291714,232.1845,14.672012939405342,-223.76755816008892,102.6600225358166,16.842002655742544,46.88622046649434,232.4615,,,31.529589551350927,21.36398082706695,16.97815815998198,20.52507542373837,27.049645644381403,30.417052664265075
2343.6,11.493209305053465,-161.46965451119223,-83.53535230461017,16.84282014730895,46.88454556728996,229.3885,,,,,,,9.991605691955256,-152.7524705517769,-47.72762994063285,16.842934536781982,46.88486767156215,228.118,12.232380083503132,-170.0918830908983,-16.437766263371945,16.842707003868565,46.88514913595312,228.028,12.674900482722034,-190.68493293455884,-0.8921276668427232,16.842436775761556,46.88528897496757,229.095,14.21053382870503,-205.25327800772584,14.807700561096508,16.842245605617194,46.88543020097725,230.084,15.45228074124478,-219.79679056682426,34.918923869393936,16.842054761332452,46.88561110918696,231.422,15.642902811542392,-227.9018519599577,66.26872909946181,16.84194840431326,46.885893112775285,232.0755,14.718828052807114,-224.23910666323246,101.26497814421991,16.84199646794325,46.886207917532026,232.52125,,,31.244485894905466,21.340334890157003,16.813099364499845,20.408735635610128,27.05746051135405,30.491080365333985
2343.7,11.58381348163486,-162.20348689049098,-84.43961818192908,16.842810517742848,46.88453743306966,229.3885,,,,,,,9.900471608103572,-152.56490690867426,-48.69022322956978,16.842936998047733,46.884859012664286,228.118,12.189856392299532,-169.2292585955526,-17.375729855395775,16.84271832348301,46.88514069860886,228.11900000000003,12.58857856158123,-189.73284125785904,-1.7112641720900712,16.842449269390887,46.885281606518795,229.25900000000001,14.111565443508965,-204.30373127866443,13.763804417064822,16.84225806585097,46.88542081072885,230.50599999999997,15.462727592887802,-219.11406920641548,33.521280294179604,16.84206372020461,46.88559853684398,230.875,15.643537437688654,-227.7573753890864,64.73296976534913,16.84195030017767,46.8858792980278,231.77700000000002,14.76564316620888,-224.69118111493492,99.85714151459656,16.841990535688225,46.88619525349859,232.581,,,30.943938202727427,21.34095122956649,16.650638682027832,20.28207500954369,27.063234957894878,30.56143067335811
2343.8,11.682440213144453,-162.9590771374325,-85.34018559807174,16.842800602663555,46.884529332118426,229.3885,,,,,,,9.811678410340473,-152.40001630161018,-49.648718680676225,16.84293916179118,46.884850390628046,228.34,12.146256874319892,-168.39815360926116,-18.182350688560053,16.84272922948911,46.88513344274339,228.11900000000003,12.503047357098787,-188.78537261544102,-2.523075847676448,16.842461702355386,46.885274303959704,229.25900000000001,14.003598663280554,-203.35152847540763,12.736447079753153,16.842270560938534,46.885411569253385,230.50599999999997,15.477236479655467,-218.4072441611182,32.13612885728275,16.842072995372465,46.885586076872606,230.875,15.644074644257355,-227.58521456712154,63.19924531787144,16.84195255932303,46.8858655015849,231.77700000000002,14.814144244647588,-225.12117304085479,98.43711291485322,16.84198489320666,46.8861824797937,232.55475,,,30.771195355634035,21.245419525773865,16.49095758300666,20.14640167503804,27.06749640387398,30.627592687608853
2343.9,11.789089499582252,-163.73566352675408,-86.23763216026306,16.842790412066652,46.8845212592405,229.6075,,,,,,,9.725226098665946,-152.25743676593902,-50.60315776813215,16.842941032762127,46.884841805080356,228.34,12.101581529564204,-167.55160832458824,-19.035050120790167,16.84274033810738,46.885125772383134,228.11900000000003,12.418306869274705,-187.84305396094481,-3.327978147970917,16.84247406774022,46.885267063553094,229.25900000000001,13.886633488019813,-202.39373415055297,11.728953014677675,16.842283129399704,46.88540250645572,230.50599999999997,15.495807401547776,-217.67617293433915,30.764323022475647,16.84208258870591,46.88557373695009,230.875,15.644514431248489,-227.38495799437888,61.6671028327942,16.841955187149164,46.88585171937237,231.77700000000002,14.862645323086298,-225.53010080086293,97.0061341190767,16.841979527135322,46.88616960758757,232.5285,,,30.54931223072955,21.19876131576892,16.33412270278809,20.000917918916205,27.06888508364621,30.69135612583283
2344.0,11.903761340948252,-164.53251224353932,-87.13298755660725,16.84277995558148,46.884513205173405,229.6075,,,,,,,9.641114673080004,-152.1365596642278,-51.55338951114586,16.842942618947305,46.88483325737938,228.34,12.055830358032468,-166.73583031738985,-19.872257902914114,16.84275104298831,46.88511824137628,228.11900000000003,12.334357098108985,-186.90643322174168,-4.126758231189624,16.84248635835532,46.885259878218186,229.25900000000001,13.760669917726725,-201.4307446144928,10.741334235659044,16.842295766033974,46.88539362244392,229.747,15.518440358564721,-216.92182302483712,29.40693108516777,16.842092487509124,46.88556152668612,230.875,15.644856798662055,-227.1560031273177,60.13871282904694,16.841958191562828,46.88583797091485,231.84400000000002,14.911146401525006,-225.9180220359116,95.5641514542095,16.841974436717837,46.88615663639738,232.50225,,,30.354570874802786,21.12693748014145,16.18030938487411,19.84639538248095,27.067936443476963,30.750743250481356
2344.1,12.026455737242452,-165.3487229953899,-88.02688012000357,16.842769245021948,46.88450516426507,229.6075,,,,,,,9.559344133582645,-152.0371019450725,-52.49928564480696,16.84294392406099,46.88482474867887,228.34,12.009003359724689,-165.90658757810218,-20.710335959876566,16.842761924557454,46.88511070254094,228.72799999999998,12.251198043601624,-185.97569186401688,-4.920022136322081,16.84249857181943,46.88525274250343,229.449,13.625707952401294,-200.4660626442152,9.77071880193721,16.84230842487687,46.88538489138377,229.92700000000002,15.545135350706312,-216.1454269398692,28.06400593306494,16.842102675608793,46.88554944655646,231.428,15.64510174649806,-226.90066270523067,58.611028370138904,16.841961542215568,46.885824228803976,231.84400000000002,14.959647479963715,-226.28472219291118,94.11108978452744,16.84196962476963,46.886143565547286,232.476,,,30.154288351165786,21.074692368180184,16.029968129721613,19.683184831409033,27.06199019277732,30.80908433858172
2344.2,12.15263328067168,-166.1836458268109,-88.92003318851019,16.84275828891695,46.88449713000878,229.34400000000002,,,,,,,9.481666511827363,-151.95870239255666,-53.44126125850882,16.842944952843162,46.884816275244944,228.34,11.961100534640865,-165.11201768081273,-21.489010681140236,16.842772351139278,46.885103698061506,228.72799999999998,12.169316744979328,-185.05134132829133,-5.708607742844392,16.84251070142128,46.885245648871795,228.84099999999998,13.488692367272876,-199.49819925458843,8.818370080177761,16.84232112546729,46.88537632463974,229.92700000000002,15.567196544252512,-215.34705407188858,26.737035466842126,16.842113152094328,46.885537509945365,230.689,15.645560151962338,-226.61738988050357,57.087520454313896,16.84196525940558,46.885810524262716,231.84400000000002,15.004536738987586,-226.6276948929549,92.64790920376385,16.84196512418015,46.88613040367366,232.3905,,,30.02510892134481,20.96667202009485,15.882993793476338,19.511946873338204,27.052366009722096,30.864070159589954
2344.3,12.277754563392383,-167.0361643408577,-89.81317302293868,16.842747101916196,46.88448909587151,229.5045,,,,,,,9.409833839487106,-151.90093012712515,-54.37947022464968,16.842945710947966,46.884807835693465,228.34,11.912121882780992,-164.31181365022297,-22.33573288643797,16.842782851653872,46.88509608146872,227.94400000000002,12.089200241474199,-184.1338386393905,-6.492823081520294,16.842522741163656,46.885238594552355,228.84099999999998,13.356567937647872,-198.52875875106048,7.882958961950872,16.84233384675307,46.885367910255965,229.92700000000002,15.57592810538681,-214.52705204285044,25.427008455137035,16.842123912404134,46.88552572574717,230.689,15.646542892264184,-226.3053906504303,55.5693159279721,16.841969353552006,46.8857968674275,231.736,15.049425998011456,-226.94806668772983,91.17563390355056,16.84196092016645,46.88611715998954,232.305,,,29.83466377529918,20.91377666288366,15.739282822312564,19.333080547744892,27.038703904504967,30.915797409040852
2344.4,12.40181958540457,-167.9056498874063,-90.70695676380885,16.842735692269002,46.88448105594207,229.5045,,,,,,,9.343846116561872,-151.86364415460974,-55.31350979402402,16.842946200225555,46.884799433647316,228.6,11.861494784813347,-163.54565761462058,-23.181336405751523,16.84279290538058,46.88508847493897,227.94400000000002,12.010848533086241,-183.2236003896232,-7.2729507013727925,16.842534685579903,46.88523157700357,228.84099999999998,13.229334663526288,-197.55948793182128,6.963105618863225,16.842346565812207,46.885359635820414,229.92700000000002,15.571330034109199,-213.6870145067055,24.133653083817816,16.842134935625793,46.88551409151681,230.689,15.648049967403605,-225.96538782420023,54.05640511022714,16.841973815169915,46.885783258211234,231.736,15.094315257035325,-227.24590310676552,89.69417609880487,16.841957011868633,46.886103833705256,232.2195,,,29.661292600752937,20.842499364277643,15.598858308542823,19.14673295274474,27.020801014863945,30.964448843415408
2344.5,12.524828346708233,-168.7911097256276,-91.6019612650184,16.842724073002415,46.884473005031396,229.5045,,,,,,,9.283703343051661,-151.84664727834982,-56.24375493283705,16.842946423263605,46.88479106573354,228.6,11.80864662139986,-162.77439699357038,-24.101739188886214,16.842803026091172,46.88508019556097,227.94400000000002,11.934261619815448,-182.3208688201564,-8.049968183025438,16.842546531491266,46.88522458743166,228.84099999999998,13.106992544908119,-196.58969422514647,6.058594611528482,16.842359291732816,46.88535149939508,230.28400000000002,15.553402330419686,-212.82730828640885,22.857961219596625,16.842146216945768,46.88550261617652,230.689,15.650081377380593,-225.59915965968528,52.54661437768056,16.841978620924493,46.885769677061326,231.736,15.139204516059197,-227.52100703045525,88.20344435413557,16.841953401873365,46.8860904239983,232.13400000000001,,,29.42029720520443,20.83114976506211,15.461483351522098,18.95394069264936,26.996162178583823,31.012264617129997
2344.6,12.646780847303374,-169.6918979614738,-92.49897720109215,16.84271225259205,46.88446493602714,229.5045,,,,,,,9.22940551895647,-151.84969098699185,-57.17024615397935,16.84294638332316,46.88478273158768,228.6,11.753577392540526,-162.04117865592477,-24.955766019355874,16.842812647599636,46.88507251326027,227.94400000000002,11.859439501661825,-181.4256571357497,-8.824090390754245,16.842558278724468,46.885217623903856,228.86700000000002,12.989541581793373,-195.61887185015368,5.170674991538418,16.84237203115193,46.885343512215655,229.55200000000002,15.522144994318259,-211.94884016250973,21.600904896543607,16.842157744465002,46.88549130847011,230.41,15.652637122195143,-225.20513217299674,51.04336002655883,16.841983791470028,46.8857561547087,231.736,15.175184171201751,-227.77119409231133,86.7047213228081,16.841950118844547,46.886076942406646,232.2025,,,29.259591278112442,20.75720734728918,15.327725554557706,18.754957568253573,26.96599780986791,31.05724426064806
2344.7,12.767677087189991,-170.6068024309653,-93.39848798329031,16.842700246944286,46.88445684458075,229.889,,,,,,,9.180952644276305,-151.87283140350863,-58.09248074169616,16.84294607966775,46.884774435731906,228.6,11.696287098235345,-161.3006007263897,-25.81274016745673,16.84282236568285,46.885064804447296,228.49150000000003,11.786382178625367,-180.5385248860878,-9.595795462919616,16.842569919936928,46.88521068211912,228.86700000000002,12.876981774182045,-194.6502254065577,4.2957772576004984,16.842384742017813,46.885335642173125,229.55200000000002,15.477558025804935,-211.05340524171692,20.362754459958406,16.84216949462758,46.88548017082942,230.41,15.655717201847267,-224.78362016929046,49.54767592329276,16.841989322675538,46.88574270045337,231.55599999999998,15.211163826344313,-227.997464117074,85.19892435162512,16.84194714966218,46.88606339718216,232.271,,,29.09976885254169,20.69960630392038,15.197235903686881,18.55098972191736,26.93022292929073,31.099494021715866
2344.8,12.887517066368096,-171.53510476110736,-94.3009640302108,16.842688065485813,46.88444872646065,229.889,,,,,,,9.13834471901116,-151.91601833667343,-59.01104992877433,16.84294551295601,46.884766172847826,228.6,11.63677573848431,-160.59963242875617,-26.688322018559003,16.842831563996725,46.88505692825088,228.49150000000003,11.715089650706085,-179.65967712409957,-10.365514093987814,16.84258145243789,46.88520375820318,228.86700000000002,12.769313122074132,-193.68226745719383,3.4350819865814333,16.842397443849073,46.88532789988723,229.55200000000002,15.419641424879696,-210.14110025035487,19.14464343123753,16.842181466164224,46.88546921345094,230.41,15.65932161633696,-224.33606691817607,48.05780486174877,16.841995195602028,46.8857292984886,231.55599999999998,15.24714348148687,-228.1998108592392,83.6858838207299,16.84194449440822,46.88604978679907,232.3395,,,28.940289825676732,20.63259545212719,15.069909732084307,18.342549903629944,26.88662495965569,31.140651434547305
2344.9,13.006300784837673,-172.4757891309647,-95.20706817278764,16.842675721546552,46.88444057570444,229.449,,,,,,,9.10158174316104,-151.97909602358047,-59.9257090018764,16.842944685231892,46.88475794513671,228.6,11.57504331328743,-159.93259602243856,-27.653436683849343,16.84284031704626,46.885048246672255,228.49150000000003,11.645561917903967,-178.78905957865192,-11.133713807583318,16.842592876939506,46.885196847950496,228.308,12.666535625469635,-192.7155513119413,2.5881890739432234,16.84241012938502,46.88532028175887,229.762,15.348395191542561,-209.21274975432274,17.94691178193602,16.84219364825474,46.88545843939284,230.41,15.663450365664222,-223.8622026117496,46.57534552129361,16.842001413789987,46.8857159631951,231.8085,15.283123136629426,-228.3779804660072,82.1654476734561,16.841942156413804,46.88603610988954,232.408,,,28.70933611407683,20.607639029676672,14.946222282292132,18.12980912884161,26.835757089266995,31.17912584914647
2345.0,13.123105529247832,-173.42814703143918,-96.11707031171677,16.842663224423756,46.88443238988425,229.449,,,,,,,9.071974765280645,-152.06236401575944,-60.83671947101579,16.842943592564605,46.8847497502462,228.6,11.511089822644706,-159.29472336868346,-28.570227909005407,16.842848687400387,46.88503999978162,228.49150000000003,11.57772879946496,-177.9271352758537,-11.901110871157849,16.842604187365815,46.885189944917954,228.417,12.566951378750176,-191.75039693457282,1.7542641939092116,16.84242279442698,46.885312780282966,229.762,15.265205630996164,-208.26958247575658,16.770490562216242,16.842206024775468,46.88544785703028,230.084,15.66734975720628,-223.36114852949746,45.10134344581365,16.842007988770238,46.88570270397797,231.8085,15.314354169907515,-228.53000337816673,80.63885558369654,16.841940161524068,46.88602237760498,232.3775,,,28.53854623477633,20.538910435491733,14.826012743254733,17.91410509533845,26.776603984665623,31.215124184764925
2345.1,13.2370085862374,-174.39105744302967,-97.03173077116877,16.842650588827773,46.88442416216067,229.449,,,,,,,9.050834833939273,-152.165726360458,-61.74379110851821,16.842942236213265,46.884741590787,228.8535,11.444915266556132,-158.64414862760418,-29.509439724862453,16.842857224435072,46.88503155120912,228.613,11.511520114634225,-177.07389765810657,-12.667634994593067,16.84261538380287,46.88518304973786,228.417,12.468862476278465,-190.79097631002082,0.9290806644098338,16.842435384228935,46.88530535743888,229.762,15.1714590484586,-207.3133604308295,15.614785488250089,16.842218572604715,46.885437461017425,230.084,15.67026609833198,-222.83367767914046,43.63663709870182,16.84201491039916,46.88568952837949,231.356,15.345585203185609,-228.65675075800732,79.10707256444526,16.841938498307368,46.88600859862596,232.347,,,28.35035998409845,20.504403336956194,14.709276429167547,17.695525869772784,26.70973976368374,31.248915654317035
2345.2,13.348009955806374,-175.36379028737247,-97.95070719723594,16.842637824338926,46.88441589561331,229.6365,,,,,,,9.038161949136926,-152.28952200705592,-62.64713933590418,16.84294061173008,46.884733464821316,228.8535,11.376399764642624,-158.03080205074298,-30.409627972047982,16.842865272950746,46.88502345366868,228.613,11.44693586341176,-176.22967445283228,-13.434183516664117,16.842626461950125,46.88517615433828,228.417,12.372268918054502,-189.8346751014864,0.11486206337014335,16.842447933096988,46.88529803322855,229.095,15.06715544392987,-206.34432506084764,14.481500372446366,16.84223128857421,46.88542726668074,230.084,15.672199389041314,-222.28136123220278,42.18025958515521,16.842022158059372,46.88567642770212,231.356,15.376816236463695,-228.75810693997727,77.56993682919224,16.841937168281483,46.885994771497224,232.3165,,,28.21620218477373,20.42542393101419,14.596170719029622,17.4752474735286,26.633257674347835,31.281138003978402
