,name,mean speed
0,0_tracks.csv,9.774408272148895
1,10_tracks.csv,5.374745987833208
2,11_tracks.csv,5.43019458507099
3,12_tracks.csv,5.186045375582431
4,13_tracks.csv,5.518949453624595
5,14_tracks.csv,5.541639377865179
6,15_tracks.csv,5.515543168731498
7,16_tracks.csv,5.550939658020628
8,17_tracks.csv,5.44477619398071
9,18_tracks.csv,4.849032659356753
10,19_tracks.csv,22.022708648871365
11,1_tracks.csv,9.838667595417682
12,20_tracks.csv,22.271596349553178
13,21_tracks.csv,21.82656331446822
14,22_tracks.csv,22.66910040295705
15,23_tracks.csv,22.31773642538445
16,24_tracks.csv,26.8354880999156
17,25_tracks.csv,26.496076346065287
18,26_tracks.csv,26.904076896399463
19,27_tracks.csv,26.256710417400612
20,28_tracks.csv,26.741174390811157
21,29_tracks.csv,27.973621644485817
22,2_tracks.csv,9.922308657148067
23,30_tracks.csv,26.70523773836095
24,31_tracks.csv,26.72732737501229
25,32_tracks.csv,27.169279039186403
26,33_tracks.csv,27.05649941858657
27,34_tracks.csv,26.762103954225296
28,35_tracks.csv,27.10361115419766
29,36_tracks.csv,26.294165636314748
30,37_tracks.csv,26.563056115111575
31,38_tracks.csv,27.685245055384616
32,39_tracks.csv,37.06189502084489
33,3_tracks.csv,9.737118283025406
34,40_tracks.csv,38.11982009814174
35,41_tracks.csv,38.75812781305655
36,42_tracks.csv,38.27899270740194
37,43_tracks.csv,38.63002323167785
38,44_tracks.csv,37.651247705505774
39,45_tracks.csv,37.8969004211867
40,46_tracks.csv,38.72975069902851
41,47_tracks.csv,37.93728322965406
42,48_tracks.csv,39.501538616321135
43,49_tracks.csv,39.08629047562447
44,4_tracks.csv,9.78984473681117
45,50_tracks.csv,36.6131066403676
46,51_tracks.csv,37.66624431046009
47,52_tracks.csv,37.976673570116894
48,53_tracks.csv,9.26566934033722
49,5_tracks.csv,9.817682589926276
50,6_tracks.csv,9.822597101894553
51,7_tracks.csv,5.522783763647351
52,8_tracks.csv,5.615112354068403
53,9_tracks.csv,4.600912626833296
