,Speed2,Speed3,Speed4,Speed5,Speed6,Speed7,Speed9,Speed10,Time
0,6.585681164902185e-20,2.991085094991748e-20,1.3797390560516242e-32,-6.617444900424222e-24,8.077935669463161e-28,1.9852334701272664e-23,6.617444900424222e-24,-3.3296365363660954e-144,0.0
1,0.012006351819704112,0.005673326587834795,0.06138454722540931,0.010049191071631849,0.0054867353485445825,0.017036342319820912,0.014776967578707768,4.514089253972467e-102,0.1000000000003638
2,0.01252662779564289,0.0061277194038863725,0.0596749016049941,0.010476445240905994,0.005321188124621642,0.016860838307876817,0.014663678906734532,4.992563633010684e-67,0.1999999999998181
3,0.014152056469874994,0.006776976739454375,0.058213507888241506,0.012095911637358795,0.005258425823963841,0.016398477969005117,0.014488368304871331,9.006919999412733e-40,0.3000000000001819
4,0.016883254686843395,0.007621363817257072,0.057000366075151604,0.014907599811245793,0.005298448450952041,0.015649301045856222,0.014251070592241436,2.6505025810387568e-20,0.3999999999996362
5,0.02072022244654819,0.008660867540983205,0.05603547616572441,0.018911509762566996,0.005441256005586341,0.014613308178229992,0.013951785933190056,1.2722702943020574e-08,0.5
6,0.02566289176465453,0.009628136721006316,0.0553188381599598,0.024107640364423345,0.005686848487803082,0.013562968763727163,0.013660503436896275,9.964159986205307e-05,0.6000000000003638
7,0.030323414381611596,0.010255820169392117,0.0550208436753763,0.02921995511874089,0.005951596982947821,0.012770752198223864,0.013447212212096176,0.00019928319972409983,0.6999999999998181
8,0.0333139420466528,0.010543904789829518,0.05531188432841351,0.0329724175355228,0.006151872576895723,0.012236659121519663,0.013311912423134772,0.00029892479958610013,0.8000000000001819
9,0.0346344067754438,0.010492390582318517,0.056191960119071606,0.03536502648787019,0.006287675269583021,0.011960689533614764,0.013254604070012077,0.00039856298522980555,0.8999999999996362
10,0.03428480856798471,0.01010127754685902,0.05766107104735041,0.03639778197578289,0.006359005061009921,0.011942843434509163,0.013275287152728174,0.0004714685411476,1.0
11,0.032265147424275296,0.009370565683451017,0.05971921711325,0.03607068399926109,0.0063658619511762216,0.012183120824202762,0.013373961671282977,0.0005443706828470003,1.1000000000003638
12,0.028575423344315704,0.008300254992094518,0.062366398316770405,0.0343837325583047,0.006308245940082021,0.012681521702695563,0.013550627625676576,0.0006172728245465,1.199999999999818
13,0.023215636328105894,0.006890367295846252,0.06560261465791162,0.031336927652913696,0.0061861570277273225,0.01343804553327252,0.013805284784939108,0.0006901436265738565,1.300000000000182
14,0.016185953139626817,0.005586403622139948,0.0694278661366736,0.026930270313620327,0.005999595214162651,0.014224123268700779,0.014039570823303838,0.0005176312246844003,1.3999999999996362
15,0.01089073304787424,0.004833864995541644,0.07361171170814931,0.022330676725898956,0.005815071479848281,0.01481118586321908,0.014155123415637138,0.0003450874831229,1.5
16,0.010734335299925162,0.004632773239107447,0.07792371032891571,0.01870506306771006,0.00569909680481598,0.01519923278011248,0.01415194233096944,0.00017254374156139984,1.6000000000003638
17,0.015716926659759357,0.004983128352837447,0.0823638619989728,0.01605343036958566,0.00565167118911638,0.01538826401938098,0.01403002756930064,2.2031187493888934e-08,1.699999999999818
18,0.025838507127376672,0.005884930336731748,0.08693216671832052,0.014375778631525959,0.00567279463274958,0.01537827958102458,0.01378937913063064,4.5897259089866016e-20,1.800000000000182
19,0.04109907670277716,0.007338179190790246,0.0916286244869589,0.01367210785353076,0.005762467135715481,0.01516927946504318,0.013429997014959642,1.7276282560994608e-39,1.8999999999996362
20,0.061498635385960745,0.009342874915012945,0.09645323530488792,0.01394241803560026,0.00592068869801398,0.01476126367143688,0.012951881222287541,4.942352579411607e-21,2.0
21,0.08703718317692768,0.01189897407568546,0.1014059991721076,0.015186709177734362,0.006147459319645281,0.014154232654768482,0.012355032067873554,2.372383417090142e-09,2.100000000000364
22,0.11771501366044995,0.014119810574799756,0.10648691608861802,0.017404980559273614,0.006442779000535629,0.013541769603626378,0.011773707942639567,1.858002031513262e-05,2.199999999999818
23,0.15952543567869468,0.015118718320153261,0.1106211698625388,0.019781198348076675,0.006709761581568578,0.01311745770533108,0.011342167236628465,3.716004063026529e-05,2.300000000000182
24,0.2184617580345858,0.014895653878032059,0.11273394430902842,0.02149932871734588,0.006851520904262577,0.012881297414445481,0.011060410265099265,5.574006094539788e-05,2.399999999999636
25,0.29452427431289396,0.013450617248436061,0.11282523942808671,0.022559370946421575,0.006868056968543777,0.012833288730969481,0.010928437028052166,7.431940480972874e-05,2.5
26,0.38771298451361935,0.010783608431365157,0.11089505521971371,0.02296132503530408,0.006759369774412177,0.012973431654903281,0.010946247525486966,8.760227764458829e-05,2.600000000000364
27,0.4980278886367615,0.006894627426819559,0.10694339168390932,0.022705190983993175,0.0065254593218676766,0.013301726186246681,0.011113841757403866,0.00010088447402859999,2.699999999999818
28,0.6254689866823208,0.0017838970679458187,0.10097024882067371,0.021790968792488874,0.006166325610910477,0.013818172324999881,0.011431219723802663,0.00011416667041269998,2.800000000000182
29,0.7700362786502968,8.737269000309592e-08,0.09297562663000682,0.020218658460791277,0.0056819686415405775,0.014522769623347928,0.011898381219597262,0.0001274431025480525,2.899999999999636
30,0.9317294291417274,1.0271648141325811e-20,0.08295952511190861,0.01798826059261709,0.005072388413872784,0.015224808661344675,0.012427986823341857,9.558665009757117e-05,3.0
31,1.103701524571807,2.897882993259194e-42,0.07266048969185011,0.015783389825525698,0.004488668006232392,0.01573358002031378,0.012932697114172257,6.372443339838076e-05,3.100000000000364
