,short,medium,distance,long,no ACC,mixed
0,handling_part21.csv,,80.15789634163639,dynamic_part11.csv,,
0,handling_part21.csv,,148.05934096603661,handling_part42.csv,,
0,handling_part21.csv,,27.083291413746913,dynamic_part18.csv,,
0,handling_part21.csv,,32.36246161779095,dynamic_part3.csv,,
0,handling_part21.csv,,27.905970874867762,dynamic_part19.csv,,
0,handling_part21.csv,,27.04681313706843,dynamic_part25.csv,,
0,dynamic_part26.csv,,137.86483735567813,handling_part29.csv,,
0,dynamic_part26.csv,,12.232166329356282,dynamic_part11.csv,,
0,dynamic_part26.csv,,141.8640827321877,handling_part42.csv,,
0,dynamic_part26.csv,,3.2871138216476807,dynamic_part18.csv,,
0,dynamic_part26.csv,,11.889965381091043,dynamic_part3.csv,,
0,dynamic_part26.csv,,21.00435478519159,dynamic_part19.csv,,
0,dynamic_part26.csv,,5.380727400051,dynamic_part25.csv,,
0,dynamic_part22.csv,,104.70468929460398,handling_part29.csv,,
0,dynamic_part22.csv,,10.452212561682732,dynamic_part11.csv,,
0,dynamic_part22.csv,,107.10189757939159,handling_part42.csv,,
0,dynamic_part22.csv,,5.444544510045266,dynamic_part18.csv,,
0,dynamic_part22.csv,,10.24609525643768,dynamic_part3.csv,,
0,dynamic_part22.csv,,0.8231466355652913,dynamic_part19.csv,,
0,dynamic_part22.csv,,0.7276090623614382,dynamic_part25.csv,,
0,dynamic_part4.csv,,140.89148035262443,handling_part29.csv,,
0,dynamic_part4.csv,,18.695668475498785,dynamic_part11.csv,,
0,dynamic_part4.csv,,147.94507060986695,handling_part42.csv,,
0,dynamic_part4.csv,,15.099259630861503,dynamic_part18.csv,,
0,dynamic_part4.csv,,18.298961202451768,dynamic_part3.csv,,
0,dynamic_part4.csv,,21.222005334490454,dynamic_part19.csv,,
0,dynamic_part4.csv,,20.22393637651677,dynamic_part25.csv,,
0,dynamic_part23.csv,,142.16150190824916,handling_part29.csv,,
0,dynamic_part23.csv,,10.473948049832781,dynamic_part11.csv,,
0,dynamic_part23.csv,,149.1116470693875,handling_part42.csv,,
0,dynamic_part23.csv,,5.4246828427521345,dynamic_part18.csv,,
0,dynamic_part23.csv,,10.32186023819007,dynamic_part3.csv,,
0,dynamic_part23.csv,,1.854924257207464,dynamic_part19.csv,,
0,dynamic_part23.csv,,20.341163583006608,dynamic_part25.csv,,
0,handling_part27.csv,,132.80162394975224,handling_part29.csv,,
0,handling_part27.csv,,53.29526439667358,dynamic_part11.csv,,
0,handling_part27.csv,,139.8522617996474,handling_part42.csv,,
0,handling_part27.csv,,28.50286861508234,dynamic_part18.csv,,
0,handling_part27.csv,,34.261824761366796,dynamic_part3.csv,,
0,handling_part27.csv,,29.672148553236376,dynamic_part19.csv,,
0,handling_part27.csv,,28.293987404120674,dynamic_part25.csv,,
0,dynamic_part21.csv,,142.19320585818815,handling_part29.csv,,
0,dynamic_part21.csv,,11.87718460120308,dynamic_part11.csv,,
0,dynamic_part21.csv,,149.21649526084104,handling_part42.csv,,
0,dynamic_part21.csv,,12.049024452031604,dynamic_part18.csv,,
0,dynamic_part21.csv,,11.65033214305617,dynamic_part3.csv,,
0,dynamic_part21.csv,,21.694836589036246,dynamic_part19.csv,,
0,dynamic_part21.csv,,20.545184809592033,dynamic_part25.csv,,
0,dynamic_part20.csv,,138.8863462630074,handling_part29.csv,,
0,dynamic_part20.csv,,15.953337215049284,dynamic_part11.csv,,
0,dynamic_part20.csv,,144.46684767489523,handling_part42.csv,,
0,dynamic_part20.csv,,6.647661265590936,dynamic_part18.csv,,
0,dynamic_part20.csv,,15.873162444338611,dynamic_part3.csv,,
0,dynamic_part20.csv,,18.905889302996503,dynamic_part19.csv,,
0,dynamic_part20.csv,,17.948491772887586,dynamic_part25.csv,,
0,dynamic_part12.csv,,140.31092986336225,,handling_part30.csv,
0,dynamic_part13.csv,,140.45585291325636,,handling_part30.csv,
0,dynamic_part14.csv,,139.87949868238528,,handling_part30.csv,
0,handling_part21.csv,,138.30579808344893,,handling_part30.csv,
0,dynamic_part26.csv,,137.23175634549972,,handling_part30.csv,
0,dynamic_part22.csv,,103.8436287529249,,handling_part30.csv,
0,dynamic_part4.csv,,140.46226981644776,,handling_part30.csv,
0,dynamic_part23.csv,,141.72783619622945,,handling_part30.csv,
0,handling_part27.csv,,133.55010073759263,,handling_part30.csv,
0,dynamic_part21.csv,,141.772400318211,,handling_part30.csv,
0,dynamic_part20.csv,,138.38580214136593,,handling_part30.csv,
0,dynamic_part12.csv,,134.62938964294293,,,handling_part28.csv
0,dynamic_part12.csv,,158.69474827356095,,,handling_part32.csv
0,dynamic_part12.csv,,1.1202685763998357,,,dynamic_part5.csv
0,dynamic_part12.csv,,18.123656654692756,,,dynamic_part7.csv
0,dynamic_part12.csv,,1.8746348505150987,,,dynamic_part6.csv
0,dynamic_part13.csv,,135.00638187302175,,,handling_part28.csv
0,dynamic_part13.csv,,158.82370744569405,,,handling_part32.csv
0,dynamic_part13.csv,,21.640697286397383,,,dynamic_part5.csv
0,dynamic_part13.csv,,10.883114632612012,,,dynamic_part7.csv
0,dynamic_part13.csv,,21.874728000362683,,,dynamic_part6.csv
0,dynamic_part14.csv,,134.21113963691369,,,handling_part28.csv
0,dynamic_part14.csv,,158.18668764036195,,,handling_part32.csv
0,dynamic_part14.csv,,3.212834680405263,,,dynamic_part5.csv
0,dynamic_part14.csv,,18.03716381913625,,,dynamic_part7.csv
0,dynamic_part14.csv,,2.78881895446049,,,dynamic_part6.csv
0,handling_part21.csv,,129.53332463575254,,,handling_part28.csv
0,handling_part21.csv,,154.03714107504308,,,handling_part32.csv
0,handling_part21.csv,,26.67599289851633,,,dynamic_part5.csv
0,handling_part21.csv,,27.558226723173085,,,dynamic_part7.csv
0,handling_part21.csv,,27.345576707548958,,,dynamic_part6.csv
0,dynamic_part26.csv,,133.46458803294564,,,handling_part28.csv
0,dynamic_part26.csv,,148.21382515160082,,,handling_part32.csv
0,dynamic_part26.csv,,9.077271900168666,,,dynamic_part5.csv
0,dynamic_part26.csv,,20.298767295594494,,,dynamic_part7.csv
0,dynamic_part26.csv,,9.031471725398934,,,dynamic_part6.csv
0,dynamic_part22.csv,,102.37273062671223,,,handling_part28.csv
0,dynamic_part22.csv,,111.71130068270533,,,handling_part32.csv
0,dynamic_part22.csv,,18.46392317814126,,,dynamic_part5.csv
0,dynamic_part22.csv,,11.668776670874232,,,dynamic_part7.csv
0,dynamic_part22.csv,,18.467748460126565,,,dynamic_part6.csv
0,dynamic_part4.csv,,134.75927400734597,,,handling_part28.csv
0,dynamic_part4.csv,,158.88632144452433,,,handling_part32.csv
0,dynamic_part4.csv,,10.09283680432816,,,dynamic_part5.csv
0,dynamic_part4.csv,,20.66893397777566,,,dynamic_part7.csv
0,dynamic_part4.csv,,10.188758700364643,,,dynamic_part6.csv
0,dynamic_part23.csv,,135.9137006250184,,,handling_part28.csv
0,dynamic_part23.csv,,160.20067839253105,,,handling_part32.csv
0,dynamic_part23.csv,,18.48869488320689,,,dynamic_part5.csv
0,dynamic_part23.csv,,26.486879347774888,,,dynamic_part7.csv
0,dynamic_part23.csv,,18.45954437204414,,,dynamic_part6.csv
0,handling_part27.csv,,126.95997232578688,,,handling_part28.csv
0,handling_part27.csv,,150.58028984237504,,,handling_part32.csv
0,handling_part27.csv,,31.119075453321617,,,dynamic_part5.csv
0,handling_part27.csv,,28.24204402207053,,,dynamic_part7.csv
0,handling_part27.csv,,31.629900033559096,,,dynamic_part6.csv
0,dynamic_part21.csv,,135.94204747439974,,,handling_part28.csv
0,dynamic_part21.csv,,160.1646327864278,,,handling_part32.csv
0,dynamic_part21.csv,,10.26572152633844,,,dynamic_part5.csv
0,dynamic_part21.csv,,21.012126578168832,,,dynamic_part7.csv
0,dynamic_part21.csv,,10.152209196302092,,,dynamic_part6.csv
0,dynamic_part20.csv,,133.71775327023488,,,handling_part28.csv
0,dynamic_part20.csv,,153.30271673827275,,,handling_part32.csv
0,dynamic_part20.csv,,3.7452135854345445,,,dynamic_part5.csv
0,dynamic_part20.csv,,12.11750178479204,,,dynamic_part7.csv
0,dynamic_part20.csv,,3.968460910792657,,,dynamic_part6.csv
0,,dynamic_part8.csv,141.8619589030229,handling_part29.csv,,
0,,dynamic_part8.csv,15.495064554854329,dynamic_part11.csv,,
0,,dynamic_part8.csv,148.9261888436538,handling_part42.csv,,
0,,dynamic_part8.csv,8.154515235152072,dynamic_part18.csv,,
0,,dynamic_part8.csv,1.3511501498272853,dynamic_part3.csv,,
0,,dynamic_part8.csv,19.093773628838065,dynamic_part19.csv,,
0,,dynamic_part8.csv,11.453136806662792,dynamic_part25.csv,,
0,,dynamic_part8.csv,140.93794910294736,,handling_part30.csv,
0,,dynamic_part8.csv,135.8203566056219,,,handling_part28.csv
0,,dynamic_part8.csv,159.58877040411912,,,handling_part32.csv
0,,dynamic_part8.csv,21.940338743847256,,,dynamic_part5.csv
0,,dynamic_part8.csv,11.216012043888442,,,dynamic_part7.csv
0,,dynamic_part8.csv,22.144310344358253,,,dynamic_part6.csv
0,,,10.950506689494787,handling_part29.csv,handling_part30.csv,
0,,,149.5596575629705,dynamic_part11.csv,handling_part30.csv,
0,,,13.934817060045457,handling_part42.csv,handling_part30.csv,
0,,,140.95065104091887,dynamic_part18.csv,handling_part30.csv,
0,,,140.5724438824131,dynamic_part3.csv,handling_part30.csv,
0,,,140.05153591123926,dynamic_part19.csv,handling_part30.csv,
0,,,140.5985322232982,dynamic_part25.csv,handling_part30.csv,
0,,,5.116605865966111,handling_part29.csv,,handling_part28.csv
0,,,6.735578065213664,handling_part29.csv,,handling_part32.csv
0,,,141.18126738544805,handling_part29.csv,,dynamic_part5.csv
0,,,97.95934797227511,handling_part29.csv,,dynamic_part7.csv
0,,,142.6366609116713,handling_part29.csv,,dynamic_part6.csv
0,,,147.33546674373662,dynamic_part11.csv,,handling_part28.csv
0,,,167.86248002388285,dynamic_part11.csv,,handling_part32.csv
0,,,21.20321582855697,dynamic_part11.csv,,dynamic_part5.csv
0,,,10.602093330141717,dynamic_part11.csv,,dynamic_part7.csv
0,,,21.294341916195815,dynamic_part11.csv,,dynamic_part6.csv
0,,,28.29518421598729,handling_part42.csv,,handling_part28.csv
0,,,6.995927471255365,handling_part42.csv,,handling_part32.csv
0,,,148.34927910452222,handling_part42.csv,,dynamic_part5.csv
0,,,100.74575385639154,handling_part42.csv,,dynamic_part7.csv
0,,,149.85834632580946,handling_part42.csv,,dynamic_part6.csv
0,,,135.0632463691919,dynamic_part18.csv,,handling_part28.csv
0,,,159.54976870308604,dynamic_part18.csv,,handling_part32.csv
0,,,11.723040089581861,dynamic_part18.csv,,dynamic_part5.csv
0,,,5.347210003132744,dynamic_part18.csv,,dynamic_part7.csv
0,,,11.323634079897884,dynamic_part18.csv,,dynamic_part6.csv
0,,,134.92311736107342,dynamic_part3.csv,,handling_part28.csv
0,,,159.15704126563185,dynamic_part3.csv,,handling_part32.csv
0,,,21.190690265732407,dynamic_part3.csv,,dynamic_part5.csv
0,,,10.281781098037541,dynamic_part3.csv,,dynamic_part7.csv
0,,,21.155862916297604,dynamic_part3.csv,,dynamic_part6.csv
0,,,134.27469906838508,dynamic_part19.csv,,handling_part28.csv
0,,,158.49360772117691,dynamic_part19.csv,,handling_part32.csv
0,,,19.036616021934133,dynamic_part19.csv,,dynamic_part5.csv
0,,,26.252476664422733,dynamic_part19.csv,,dynamic_part7.csv
0,,,19.036227207089798,dynamic_part19.csv,,dynamic_part6.csv
0,,,134.77892655262048,dynamic_part25.csv,,handling_part28.csv
0,,,159.10149419560227,dynamic_part25.csv,,handling_part32.csv
0,,,17.716523047460342,dynamic_part25.csv,,dynamic_part5.csv
0,,,0.8905106956657902,dynamic_part25.csv,,dynamic_part7.csv
0,,,18.005154640948323,dynamic_part25.csv,,dynamic_part6.csv
0,,,13.54748476044664,,handling_part30.csv,handling_part28.csv
0,,,11.36681540437717,,handling_part30.csv,handling_part32.csv
0,,,140.84496861908877,,handling_part30.csv,dynamic_part5.csv
0,,,96.98061667843557,,handling_part30.csv,dynamic_part7.csv
0,,,142.30839585205118,,handling_part30.csv,dynamic_part6.csv
