,short,medium,distance,long,no ACC,mixed
0,dynamic_part12.csv,dynamic_part8.csv,21.81221012107241,,,
0,dynamic_part13.csv,dynamic_part8.csv,30.788796190503923,,,
0,dynamic_part14.csv,dynamic_part8.csv,21.77548088976502,,,
0,handling_part21.csv,dynamic_part8.csv,33.78773516420174,,,
0,dynamic_part26.csv,dynamic_part8.csv,12.830611889867974,,,
0,dynamic_part22.csv,dynamic_part8.csv,11.240328136682367,,,
0,dynamic_part4.csv,dynamic_part8.csv,18.82301858213612,,,
0,dynamic_part23.csv,dynamic_part8.csv,11.360448828776558,,,
0,handling_part27.csv,dynamic_part8.csv,36.07200851061191,,,
0,dynamic_part21.csv,dynamic_part8.csv,12.654876265032286,,,
0,dynamic_part20.csv,dynamic_part8.csv,16.85626642420118,,,
0,dynamic_part12.csv,,140.63579559832294,handling_part29.csv,,
0,dynamic_part12.csv,,21.01204033236125,dynamic_part11.csv,,
0,dynamic_part12.csv,,147.78506239675477,handling_part42.csv,,
0,dynamic_part12.csv,,11.241508663769489,dynamic_part18.csv,,
0,dynamic_part12.csv,,20.931988477910565,dynamic_part3.csv,,
0,dynamic_part12.csv,,18.704261293169637,dynamic_part19.csv,,
0,dynamic_part12.csv,,17.879959919648996,dynamic_part25.csv,,
0,dynamic_part13.csv,,141.01806665441535,handling_part29.csv,,
0,dynamic_part13.csv,,4.386252544568176,dynamic_part11.csv,,
0,dynamic_part13.csv,,147.9637600909076,handling_part42.csv,,
0,dynamic_part13.csv,,18.726620883090437,dynamic_part18.csv,,
0,dynamic_part13.csv,,21.860784986491186,dynamic_part3.csv,,
0,dynamic_part13.csv,,19.208042024963284,dynamic_part19.csv,,
0,dynamic_part13.csv,,10.995309602703925,dynamic_part25.csv,,
0,dynamic_part14.csv,,140.19576356232326,handling_part29.csv,,
0,dynamic_part14.csv,,20.941878371942277,dynamic_part11.csv,,
0,dynamic_part14.csv,,147.3105045697056,handling_part42.csv,,
0,dynamic_part14.csv,,11.262463981926206,dynamic_part18.csv,,
0,dynamic_part14.csv,,20.87874442090411,dynamic_part3.csv,,
0,dynamic_part14.csv,,18.71791414850484,dynamic_part19.csv,,
0,dynamic_part14.csv,,17.518537016634895,dynamic_part25.csv,,
0,handling_part21.csv,,137.37565125104408,handling_part29.csv,,
